word,hyperonym,text,url
КОЖЗАМЕНИТЕЛЬ,материал,"КОЖЗАМЕНИТЕЛЬ полимерный материал, имитирующий внешний вид и потребительские свойства натуральной кожи, то же что кожимит ",https://kartaslov.ru/%D0%BA%D0%B0%D1%80%D1%82%D0%B0-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B6%D0%B7%D0%B0%D0%BC%D0%B5%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C
КОЖЗАМЕНИТЕЛЬ,заменитель,"Заменитель материал или продукт, используемый вместо другого, обычно более дорогого и качественного. КОЖЗАМЕНИТЕЛЬ полимерный материал, имитирующий внешний вид и потребительские свойства натуральной кожи, то же что кожимит ",https://ru.wiktionary.org/wiki/%D0%B7%D0%B0%D0%BC%D0%B5%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C
КОЗЛЯТИНА,мясо,"Однако многие последователи индуизма относятся вполне лояльно к мясу, включая в свой рацион птицу, баранину, козлятину.",https://kartaslov.ru/%D0%BA%D0%B0%D1%80%D1%82%D0%B0-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B7%D0%BB%D1%8F%D1%82%D0%B8%D0%BD%D0%B0
КОЗЛЯТИНА,еда,"Директору даже пришлось открывать погреб с запасами еды, чтобы не умереть с голоду. В погребе стоял холдильник с козлятиной и говядиной.",https://kartaslov.ru/%D1%81%D0%B8%D0%BD%D0%BE%D0%BD%D0%B8%D0%BC%D1%8B-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%B5%D0%B4%D0%B0
КОЗЛЯТИНА,пища,"КОЗЛЯТИНА. Мясо козы, козла или козленка как пища.",https://kartaslov.ru/%D0%BA%D0%B0%D1%80%D1%82%D0%B0-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B7%D0%BB%D1%8F%D1%82%D0%B8%D0%BD%D0%B0
КОЗЛЯТИНА,белок,"Белоки высокомолекулярные органические вещества, состоящие из альфа-аминокислот, соединённых в цепочку пептидной связью. Белок содержистя в мясе. Козлятина это мясо.",https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BA%D0%B8
КОЗЛЯТИНА,Органика,"органические вещества — класс химических соединений, в состав которых входит углерод (за исключением карбидов, угольной кислоты, карбонатов, оксидов углерода и цианидов). Органика — от слова организм, живое существо. Козлятина есть органическое вещество.",https://ru.wikipedia.org/wiki/%D0%9E%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%BA%D0%B0
КОЗОВОД,животновод,КОЗОВОД это животновод специалист по козоводству. Разведению коз.,https://ru.wiktionary.org/wiki/%D0%BA%D0%BE%D0%B7%D0%BE%D0%B2%D0%BE%D0%B4
КОЗОВОД,специалист,КОЗОВОД специалист по козоводству.,https://ru.wiktionary.org/wiki/%D0%BA%D0%BE%D0%B7%D0%BE%D0%B2%D0%BE%D0%B5
КОЗОВОД,человек,КОЗОВОД это человек специалист по козоводству. Разведению коз.,https://ru.wiktionary.org/wiki/%D0%BA%D0%BE%D0%B7%D0%BE%D0%B2%D0%BE%D0%B6
КОЗОВОД,профессия,"Профессия Род трудовой деятельности, занятий, требующий определенной подготовки и являющийся обычно источником существования.  КОЗОВОД профессия специалиста по разведению коз.",
КОЗОВОД,,,
КОЛЕНКОР,ткань,"Коленкор (фр. calicot — «ситец из Каликута») — лёгкая, но жёсткая подкладочная и прокладочная ткань полотняного переплетения из пряжи среднего качества. ",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE%D1%80
КОЛЕНКОР,материал,"Коленкор (от названия ткани коленкор) — переплётный материал на тканевой основе со специальным покровным слоем.

Обычно изготавливается из неокрашенной или предварительно окрашенной хлопчатобумажной ткани (миткаля) путём нанесения крахмально-каолинового слоя с пигментом (аппретирования). Этот слой скрадывает фактуру ткани, придаёт ей жёсткость и лоск, делает поверхность более восприимчивой к тиснению фольгой и печати трафаретными и переплётными красками. ",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE%D1%80_(%D0%BF%D0%B5%D1%80%D0%B5%D0%BF%D0%BB%D1%91%D1%82)
КОЛЕНКОР,Миткаль,"Митка́ль (от перс. меткал) — суровая тонкая хлопчатобумажная ткань полотняного переплетения. Состоит ткань из довольно толстых нитей неотбеленной пряжи, обычно имеет сероватый оттенок.

Миткаль является полуфабрикатом для производства различных тканей и других материалов. Если миткаль соответствующим образом обработать, то из него можно получить ситец (при этом наносится печатный рисунок) и различные бельевые ткани, такие как муслин и мадаполам. Также миткаль используют для изготовления дерматина и клеёнки. Коленкор обычно изготавливается из неокрашенной или предварительно окрашенной хлопчатобумажной ткани (миткаля) путём нанесения крахмально-каолинового слоя с пигментом (аппретирования).",https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%82%D0%BA%D0%B0%D0%BB%D1%8C_(%D1%82%D0%BA%D0%B0%D0%BD%D1%8C)
КОЛЕНКОР,покровный слой,Коленкор (от названия ткани коленкор) — переплётный материал на тканевой основе со специальным покровным слоем. ,
КОЛЕНКОР,пряжа,"Коленко́р (фр. calicot — «ситец из Каликута») — лёгкая, но жёсткая подкладочная и прокладочная ткань полотняного переплетения из пряжи среднего качества. ",
КОЛЕНОПРЕКЛОНЕНИЕ,мольбы,"КОЛЕНОПРЕКЛОНЕ́НИЕ, Стояние на коленях (обычно как выражение преклонения или мольбы)",
КОЛЕНОПРЕКЛОНЕНИЕ,ритуал,"В ритуал паломничества входили посещение храмов, в которых находились чудотворные иконы, участие в богослужении с пением молитв, псалмов, богородичных песен, крёстные ходы, коленопреклонение и нередко оползание храмов, а также принесение даров.",https://kartaslov.ru/%D0%BA%D0%B0%D1%80%D1%82%D0%B0-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%BB%D0%B5%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%BA%D0%BB%D0%BE%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5
КОЛЕНОПРЕКЛОНЕНИЕ,Епитимии,"Епитимии таковы: молитвы, посты, посещения больных, путешествия по святым местам, коленопреклонения, пожертвования на храм.",
КОЛЕНОПРЕКЛОНЕНИЕ,действие,КОЛЕНОПРЕКЛОНЕНИЕ это действие совершаемое при паломничестве.,
КОЛЕНОПРЕКЛОНЕНИЕ,подчинение,КОЛЕНОПРЕКЛОНЕНИЕ совершается чтобы проявить подчинение и уважение к объекту поклонения.,
КОЛЛОКВИУМ,экзамен,"Коллоквиум (лат. colloquium — разговор, беседа) — форма проверки и оценивания знаний учащихся в системе образования, преимущественно в ВУЗах.

Как правило, представляет собой проводимый по инициативе преподавателя промежуточный мини-экзамен один или несколько раз в семестр, имеющий целью уменьшить список тем, выносимых на основной экзамен, и оценить текущий уровень знаний студентов. В ходе коллоквиума могут также проверяться проекты, рефераты и другие письменные работы учащихся. Оценка, полученная на коллоквиуме, может влиять на оценку на основном экзамене (в различных вузах на этот счёт приняты различные правила). В некоторых случаях преподаватель выносит на коллоквиум все пройденные темы и студент, как на итоговом экзамене, получает единственную оценку, идущую в зачёт по дисциплине. ",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%BB%D0%BE%D0%BA%D0%B2%D0%B8%D1%83%D0%BC_(%D1%8D%D0%BA%D0%B7%D0%B0%D0%BC%D0%B5%D0%BD)
КОЛЛОКВИУМ,занятие,"КОЛЛОКВИУМ одна из форм учебных занятий, имеющая целю выяснение и повышение уровня знаний студентов",https://ru.wiktionary.org/wiki/%D0%BA%D0%BE%D0%BB%D0%BB%D0%BE%D0%BA%D0%B2%D0%B8%D1%83%D0%BC
КОЛЛОКВИУМ,проверка,"Коллоквиум (лат. colloquium — разговор, беседа) — форма проверки и оценивания знаний учащихся в системе образования, преимущественно в ВУЗах.",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%BB%D0%BE%D0%BA%D0%B2%D0%B8%D1%83%D0%BC_(%D1%8D%D0%BA%D0%B7%D0%B0%D0%BC%D0%B5%D0%BD)
КОЛЛОКВИУМ,научное собрание,"В связи с этим мы проводим серию коллоквиумов, на которых видные теоретики, философы, кураторы могли бы сформулировать новые подходы.",https://ru.wiktionary.org/wiki/%D0%BA%D0%BE%D0%BB%D0%BB%D0%BE%D0%BA%D0%B2%D0%B8%D1%83%D0%BC
КОЛЛОКВИУМ,орган,"КОЛЛОКВИУМ орган из пасторов и пресвитеров от каждой общины, руководящий ассоциацией общин, то же что пресвитерия",https://ru.wiktionary.org/wiki/%D0%BA%D0%BE%D0%BB%D0%BB%D0%BE%D0%BA%D0%B2%D0%B8%D1%83%D0%BC
КОЛОНОСКОПИЯ,метод,"Колоноскопия — медицинский эндоскопический диагностический метод, во время которого врач осматривает и оценивает состояние внутренней поверхности толстой кишки при помощи эндоскопа. ",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%BE%D0%BD%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F
КОЛОНОСКОПИЯ,диагностический,"Колоноскопия — медицинский эндоскопический диагностический метод, во время которого врач осматривает и оценивает состояние внутренней поверхности толстой кишки при помощи эндоскопа. ",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%BE%D0%BD%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F
КОЛОНОСКОПИЯ,медицинский,"Колоноскопия — медицинский эндоскопический диагностический метод, во время которого врач осматривает и оценивает состояние внутренней поверхности толстой кишки при помощи эндоскопа. ",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%BE%D0%BD%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F
КОЛОНОСКОПИЯ,операция,"При колоноскопии можно провести операцию по удалению гиперпластические полипы размером 1-5мм, полипы аденоматозной структуры (неоплазии) необходимо удалять диатермической петлей после предварительного создания ""подушки"" из физиологического раствора в подслизистом слое.",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%BE%D0%BD%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F
КОЛОНОСКОПИЯ,биопсия,"Колоноскопия дает возможность визуально диагностировать опухоли, воспалительные заболевания, а также выполнить биопсию.",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%BE%D0%BD%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F
КОЛУМБАРИЙ,стена,"Колумбарий  стена с нишами для хранения урн с прахом после кремации. В Черноморске собирались строить крематорий с соответствующим помещением для гробовых урн, то есть колумбарием, и это новшество со стороны кладбищенского подотдела почему-то очень веселило граждан.",
КОЛУМБАРИЙ,захоронение,Колумбарий захоронение в виде стены для хранения урн с прахом после кремации.,
КОЛУМБАРИЙ,хранилище урн,"Колумбарий (лат. columbarium, первоначальное значение — голубятня, от columba — голубь) — хранилище урн с прахом после кремации.",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D1%83%D0%BC%D0%B1%D0%B0%D1%80%D0%B8%D0%B9
КОЛУМБАРИЙ,здание,"В Древнем Риме для колумбариев сооружались специальные здания с рядами полукруглых ниш. Один из древнеримских колумбариев, построенный в I в. до н. э. при императоре Августе, был обнаружен в 1726 году близ Рима, на Аппиевой дороге. В настоящее время колумбарии оборудуются на кладбищах и при крематориях. В России наиболее известным подобным захоронением является колумбарий в стене Московского Кремля. ",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D1%83%D0%BC%D0%B1%D0%B0%D1%80%D0%B8%D0%B9
КОЛУМБАРИЙ,кладбище,Колумбарий это кладбище для людей сожжённых в крематории.,
КОЛЫМАГА,экипаж,КОЛЫМАГА старинный закрытый четырехколесный экипаж. В каждую из этих тяжёлых колымаг впрягли по десять сильных лошадей.,https://kartaslov.ru/%D0%BA%D0%B0%D1%80%D1%82%D0%B0-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%BB%D1%8B%D0%BC%D0%B0%D0%B3%D0%B0
КОЛЫМАГА,повозка,"Колымага (калымага) — использовавшаяся тюркскими кочевниками, накрытая пологом повозка, в которой едет невеста из знатной или богатой семьи, за которую выплачен калым. Также назывался и весь брачный караван. Накрытие пологом было продиктовано тем, что у ряда кочевых народов существовал, а местами и сейчас существует свадебный обычай скрывать лицо невесты до дня свадьбы. Лишь в день свадьбы исполнялся обряд и открывалось лицо невесты. Такой свадебный обычай сохранился до настоящего времени у казахов…",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D1%8B%D0%BC%D0%B0%D0%B3%D0%B0
КОЛЫМАГА,транспортное средство,После прекращения выпуска безрессорных экипажей словом «колымага» стали уничижительно называть любое транспортное средство плохого качества. ,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D1%8B%D0%BC%D0%B0%D0%B3%D0%B0
КОЛЫМАГА,переулок,"Колымажный переулок в Центральном административном округе города Москвы был назван по расположенному здесь в XVII—XVIII веках Колымажному двору, где хранились царские экипажи. ",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D1%8B%D0%BC%D0%B0%D0%B3%D0%B0
КОЛЫМАГА,автомобиль,"автомобиль устаревшей модели в плохом состоянии. Мало кто верил, что пацану это удастся, но через пару месяцев Толик сам проехал за рулем колымаги по двору гаража. ",https://ru.wiktionary.org/wiki/%D0%BA%D0%BE%D0%BB%D1%8B%D0%BC%D0%B0%D0%B3%D0%B0
КОМБАТАНТ,лицо,"Комбатант (от фр. Combatant — сражающийся) — лицо, принимающее непосредственное участие в боевых действиях в составе вооружённых сил одной из сторон международного вооружённого конфликта и имеющее в этом качестве особый юридический статус (определение комбатанта прямо или косвенно содержится в ЖКIII и ДПI к Женевским Конвенциям). ",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%B1%D0%B0%D1%82%D0%B0%D0%BD%D1%82
КОМБАТАНТ,участник,Комбатант это участник международного конфликта.,
КОМБАТАНТ,ополчение,"Так как отличие солдат регулярной армии не вызывают сомнения, то в основном данные критерии были созданы для помощи в отделении ополчения и добровольческих отрядов от гражданского населения и теперь они также определены как комбатанты. ",
КОМБАТАНТ,солдат,"Так как отличие солдат регулярной армии не вызывают сомнения, то в основном данные критерии были созданы для помощи в отделении ополчения и добровольческих отрядов от гражданского населения и теперь они также определены как комбатанты. ",
КОМБАТАНТ,доброволец,"Так как отличие солдат регулярной армии не вызывают сомнения, то в основном данные критерии были созданы для помощи в отделении ополчения и добровольческих отрядов от гражданского населения и теперь они также определены как комбатанты. ",
КОМБИНАТОРИКА,раздел математики,"Комбинаторика (комбинаторный анализ) — раздел математики, изучающий дискретные объекты, множества (сочетания, перестановки, размещения и перечисления элементов) и отношения на них (например, частичного порядка).",
КОМБИНАТОРИКА,Термин,"Термин комбинаторика был введён в математический обиход Лейбницем, который в 1666 году опубликовал свой труд «Рассуждения о комбинаторном искусстве». ",
КОМБИНАТОРИКА,сочетания,"КОМБИНАТОРИКА это совокупность сочетаний, перестановок, размещений элементов какого-либо множества",
КОМБИНАТОРИКА,свойство,"Комбинаторика (языкознание) — это свойство единиц языка и соответствующих им единиц речи вступать в синтагматические отношения, то есть в отношения сочетаемости. ",
КОМБИНАТОРИКА,подсчёт различных комбинаций,"В узком смысле комбинаторика – это подсчёт различных комбинаций, которые можно составить из некоторого множества дискретных объектов.",http://www.mathprofi.ru/zadachi_po_kombinatorike_primery_reshenij.html
КОМЕДИОГРАФ,драматург,"КОМЕДИОГРАФ драматург, пишущий комедии. Думаю, из Катаняна мог бы получиться непревзойденный комедиограф, но после такого отпора Вася перестал сочинять что-либо весёлое, а стал как все. ",https://ru.wiktionary.org/wiki/%D0%BA%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84
КОМЕДИОГРАФ,автор,КОМЕДИОГРАФ автор комедий.,
КОМЕДИОГРАФ,поэт,КОМЕДИОГРАФ поэт сочиняющий комедийные пьессы.,
КОМЕДИОГРАФ,сочинитель,КОМЕДИОГРАФ соченитель комедий,
КОМЕДИОГРАФ,Писатель," КОМЕДИОГРАФ, Писатель, создающий литературные произведения в жанре комедии.",
КОМЕНДОР,Матрос-артиллерист,Комендор — матрос-артиллерист в российском военно-морском флоте.,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%BE%D1%80
КОМЕНДОР,Унтер-офицер,"Комендор унтер-офицер, распоряжающийся каким-либо соединением или техническим устройством",
КОМЕНДОР,артиллерист,Комендор — матрос-артиллерист в российском военно-морском флоте.,
КОМЕНДОР,матрос,Комендор — матрос-артиллерист в российском военно-морском флоте.,
КОМЕНДОР,звание,"На Русском флоте до 1917 года слово комендор являлось званием матроса, специально подготовленного для исполнения артиллерийских обязанностей.",
КОМИТЕНТ,лицо,"КОМИТЕНТ одна из сторон договора комиссии — лицо, поручающее комиссионеру совершить какую-либо сделку или ряд сделок от имени последнего, но за свой счёт. ",https://ru.wiktionary.org/wiki/%D0%BA%D0%BE%D0%BC%D0%B8%D1%82%D0%B5%D0%BD%D1%82
КОМИТЕНТ,сторона,"Комитент — сторона в договоре комиссии, поручающая другой стороне (комиссионеру) совершить за вознаграждение (комиссию) одну или несколько сделок с товарами, векселями, акциями, облигациями и т.д. Сделка заключается от имени комиссионера, но в интересах и за счет комитента.",https://dic.academic.ru/dic.nsf/ruwiki/323452
КОМИТЕНТ,участник,КОМИТЕНТ это участник договора комиссии.,
КОМИТЕНТ,принципал,"КОМИТЕНТ это принципал, который отдает агенту (консигнатору) свои товары на консигнацию (consignment) для реализации, как правило за рубежом.",
КОМИТЕНТ,потребитель,Комитент это  потребитель,
КОМКОР,звание,Комкор — воинское звание высшего командного состава в Красной Армии. Сокращение от «командир корпуса». ,
КОМКОР,офицер,Комкор —офицер высшего командного состава в Красной Армии. Сокращение от «командир корпуса». ,
КОМКОР,командир,Комкор сокращение от «командир корпуса». ,
КОМКОР,руководитель,Комкор руководитель корпуса,
КОМКОР,Военачальник,"комкор —  Военачальник, командир корпуса.",
КОНВЕКТОР,прибор,"Конвектор — отопительный прибор, в котором тепло от теплоносителя или нагревательного элемента передаётся в отапливаемое помещение конвекцией. ",
КОНВЕКТОР,отопительный,"Конвектор — отопительный прибор, в котором тепло от теплоносителя или нагревательного элемента передаётся в отапливаемое помещение конвекцией. ",
КОНВЕКТОР,труба,"В конвекторе как правило, газоход имеет коаксиальную конструкцию — труба в трубе. ",
КОНВЕКТОР,устройство,Конвектор устройство применяемое в отопительной системе.,
КОНВЕКТОР,обогреватель,Конвектор выступает в роли обогревателя помещения.,
КОНВЕКЦИЯ,перенос теплоты,Конвекция Перенос теплоты или электрических зарядов движущейся средой. ,
КОНВЕКЦИЯ,перенос электрических зарядов,Конвекция Перенос теплоты или электрических зарядов движущейся средой. ,
КОНВЕКЦИЯ,вид теплообмена,"Конвекция (от лат. convectiō — «перенесение») — вид теплообмена, при котором внутренняя энергия передается струями и потоками. Существует так называемая естественная конвекция, которая возникает в веществе самопроизвольно при его неравномерном нагревании в поле тяготения. При такой конвекции нижние слои вещества нагреваются, становятся легче и всплывают, а верхние слои, наоборот, остывают, становятся тяжелее и опускаются вниз, после чего процесс повторяется снова и снова.",https://kartaslov.ru/%D0%BA%D0%B0%D1%80%D1%82%D0%B0-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%BD%D0%B2%D0%B5%D0%BA%D1%86%D0%B8%D1%8F
КОНВЕКЦИЯ,процесс,Конвекция это процесс теплообмена,
КОНВЕКЦИЯ,способ,Конвекция это способ равномерно прогреть всю духовку.,
